,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
601,Millicom International Cellular SA,Q276345,0,True,1 We are responding at a company wide level with services and training specifically aimed at integrating more girls and women into the digital approach to closing the gender gap includes equipping women with mobile technology tools digital literacy and the entrepreneurial skills that will enable them to build lasting prosperity,5.893333333333331,2,2.0,2.0
602,Mitsubishi Estate Co Ltd,Q304962,0,False,nothing,19.32,1,1.0,1.0
603,Mitsubishi UFJ Financial Group Inc,Q1542175,0,True,We are also contributing to the promotion of gender diversity in the world through our in an cia l functions,8.962,2,2.0,2.0
604,Mitsubishi UFJ Financial Group Inc,Q1542175,0,True,Our three main subsidiaries MUF G Bank Mitsubishi UF J Trust and Banking and Mitsubishi UF J Morgan Stanley Securities set joint To improve the job reward of not only women but also a diverse range of employees the scope of the initiatives has been greatly expanded to include promotion of the employment of people with disabilities and understanding of sexual minorities LGBT Q as well as support for balancing work with personal commitments such as childcare nursing care and infertility initiatives since 2006 are as shown below,8.962,2,0.21052631578947367,2.0
605,Mitsui Fudosan Co Ltd,Q1812986,0,False,nothing,3.38,1,1.0,1.0
606,Mizrahi Tefahot Bank Ltd,Q2777129,0,False,nothing,0.0,-1,-1.0,-1.0
607,Mobile TeleSystems PJSC,Q1368919,0,False,nothing,12.02,1,1.0,1.0
608,Molson Coors Beverage Co,Q3319685,0,True,Achieve gender equality and empower all women and girls We believe that equal gender representation at every level of our company is critical to growth,14.835,2,2.0,2.0
609,Mondelez International Inc,Q12857502,0,False,nothing,8.625,1,1.0,1.0
610,Mondi PLC,Q779252,0,False,nothing,18.285,1,0.0,0.5
611,Monolithic Power Systems Inc,Q22058448,0,False,nothing,-0.1542857142857143,-1,-1.0,-1.0
612,Morgan Stanley,Q334204,0,True,For example in 2018 we worked with clients on sustainability bonds designed to address specific S DGs including health care gender equality economic empowerment education and climate change,1.6194117647058817,2,2.0,2.0
613,Morgan Stanley,Q334204,0,True,Senior female leaders from the firm took part in the E ME A Womens Business Alliance coaching A HARASSMENT FREE WORKPLACE We are committed to maintaining a professional work environment that promotes equal opportunity dignity and respect for everyone,1.6194117647058817,2,2.0,2.0
614,Morgan Stanley,Q334204,0,True,For example we worked with clients on products that address several SD G priorities including health care gender equality economic empowerment education conservation and climate change mitigation,1.6194117647058817,2,2.0,2.0
615,Morgan Stanley,Q334204,0,True,2019 Male global Female global 36 Promoting a Harassment Free Workplace We cultivate a professional work environment that supports equal opportunity dignity and respect for everyone,1.6194117647058817,2,2.0,2.0
616,Morgan Stanley,Q334204,0,True,With our quantitative research team Sustainability Research also introduced the Holistic Equal Representation Score HER S to gauge corporate gender our expertise and data to support thematic and impact investing approaches,1.6194117647058817,2,2.0,2.0
617,Morgan Stanley,Q334204,0,True,In addition we provide thematic implementation resources such as our Gender Equality Investing Tool Kit 2016 and our Racial Equity Investing Tool Kit 2020,1.6194117647058817,2,0.21052631578947367,2.0
618,Mowi ASA,Q776750,0,False,nothing,30.18,1,1.0,1.0
619,MTN Group,Q1813361,0,False,nothing,-55.131875,-1,-1.0,-1.0
620,Muangthai Capital PCL,Q6930725,0,False,nothing,0.0,-1,-1.0,-1.0
621,Mueller Water Products Inc,Q16982326,0,False,nothing,0.8218181818181818,1,1.0,1.0
622,Murphy Oil Corp,Q951259,0,True,As part of our commitment to promote workforce DEI we track age gender and race ethnicity for all full time employees,4.105,2,2.0,2.0
623,Myriad Genetics Inc,Q3331496,0,False,nothing,-60.5,-1,-1.0,-1.0
624,Nabors Industries Ltd,Q1962059,0,False,nothing,89.925,1,1.0,1.0
625,Nasdaq Inc,Q1472929,0,False,nothing,76.63,1,1.0,1.0
626,Naspers Ltd,Q1965898,0,False,nothing,63.333333333333336,1,-0.42857142857142855,0.5
627,National Australia Bank Ltd,Q1430985,0,True,Bloomberg GEI We are a member of the 2019 Bloomberg Gender Equality Index comprised of 230 companies worldwide across all sectors,-37.781,0,0.0,0.0
628,National Bank of Canada,Q634298,0,False,nothing,22.955000000000005,1,1.0,1.0
629,National Bank of Kuwait SAKP,Q4045072,0,True,5 Gender Equality Human Capital SOCIAL CONTRIBUTION Do Good Deeds in Ramadan Daily Iftar Tent Distributing Iftar Banquets Goal 3 Good Health and Well Being Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Healthcare Human Capital Sponsorship of Kuwait TV Program at Na if Palace Goal 3 Good Health and Well Being Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Healthcare Human Capital Volunteers During Ramadan Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital Kuwait Red Crescent K RCS Campaign S aed T as aad Helping Families in J lee b Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital Iftar at Kuwait University and Emergency Medical Services Department Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital Healthcare Distributing Fridges and Dates at Kuwait Mosques Goal 3 Good Health and Well Being Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital Building a J lee b Iftar Center Goal 3 Good Health and Well Being Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital Gr aish Kuwait Governor and Ministry of Interior Goal 3 Good Health and Well Being Goal 9 Industry Innovation and Infrastructure Goal 11 Sustainable Cities and Communities Human Capital 72 Category ProgramS DGs K NDP AWARENESS Goal 9 Industry Innovation and Infrastructure Human Capital National and Liberation Day Goal 5 Gender Equality Goal 9 Industry,39.3,2,2.0,2.0
630,National Bank of Kuwait SAKP,Q4045072,0,True,We provide potential job applicants with equal opportunity meaning that we do not discriminate while going through our hiring processes especially concerning applicants gender age disabilities ethnicity religion or nationality,39.3,2,2.0,2.0
631,National Grid PLC,Q1465461,0,False,nothing,-85.8825,-1,-1.0,-1.0
632,Naturgy Energy Group SA,Q474690,0,True,In this sense Natur gy s commitment to its employees is reinforced with 1 Gender Equality Policy and Protocol for the Prevention of Sexual and Labour related Harassment these set out the principles on which labour relations must be developed as well as defining safe channels for the detection of situations that may not be in accordance with the principles of respect for difference equality and inclusion,-13.32,0,0.0,0.0
633,Naturgy Energy Group SA,Q474690,0,True,23 During the Shareholders Meeting of 26 May 2020 it was made public the Company s commitment to implement measures that favour gender diversity in the composition of the Board of Directors and announced at the General Shareholders Meeting the objective of achieving 30 by the end of 2020 and 40 by the end of 2021 of female presence,-13.32,0,0.0,0.0
634,Naturgy Energy Group SA,Q474690,0,True,Therefore measures that encourage the company to have a significant number of female senior managers are considered to favour gender diversity,-13.32,0,0.0,0.0
635,Natwest Group PLC,Q13218598,0,False,nothing,-11.5275,-1,-1.0,-1.0
636,Navigator Co SA,Q686182,0,False,nothing,-18.360000000000003,-1,-1.0,-1.0
637,NCR Corp,Q524989,0,False,nothing,316.8475,1,1.0,1.0
638,NEL ASA,Q30259493,0,False,nothing,-1.02,-1,-1.0,-1.0
639,Nemak SAB de CV,Q21010157,0,False,nothing,2.893333333333333,1,1.0,1.0
640,Neoen SA,Q39938677,0,False,nothing,-4.0200000000000005,-1,-1.0,-1.0
641,Neste Oyj,Q616376,0,False,nothing,18.258333333333336,1,1.0,1.0
642,NetEase Inc,Q196259,0,False,nothing,40.58,1,1.0,1.0
643,Netflix Inc,Q907311,0,False,nothing,-0.3187307032590015,-1,0.21052631578947367,-0.5
644,New World Development Co Ltd,Q752084,0,False,nothing,-6.400000000000001,-1,-1.0,-1.0
645,Newell Brands Inc,Q667599,0,False,nothing,-13.355000000000002,-1,-1.0,-1.0
646,Nexans SA,Q141644,0,False,nothing,72.36,1,1.0,1.0
647,Nexteer Automotive Group Ltd,Q16923629,0,False,nothing,-62.42000000000001,-1,-1.0,-1.0
648,NextEra Energy Inc,Q967868,0,False,nothing,353.45625000000007,1,1.0,1.0
649,Nidec Corp,Q3341241,0,False,nothing,24.59714285714286,1,1.0,1.0
650,Nielsen Holdings PLC,Q540891,0,False,nothing,-15.1275,-1,-1.0,-1.0
651,NIKE Inc,Q483915,0,False,nothing,30.385471698113204,1,1.0,1.0
652,Nine Dragons Paper Holdings Ltd,Q4972947,0,False,nothing,-9.04,-1,-1.0,-1.0
653,Nintendo Co Ltd,Q8093,0,False,nothing,112.01617647058822,1,1.0,1.0
654,NIO Inc,Q29921278,0,False,nothing,32.25363636363637,1,-0.42857142857142855,0.5
655,Nippon Paper Industries Co Ltd,Q1993312,0,False,nothing,-5.355,-1,-1.0,-1.0
656,Nippon Prologis REIT Inc,Q16983765,0,False,nothing,10.856666666666667,1,1.0,1.0
657,NN Group NV,Q1834291,0,False,nothing,-11.840000000000002,-1,-1.0,-1.0
658,Nokia Oyj,Q1418,0,True,5 C target Nokia signs up to RE 100 initiative Underscores renewable electricity target Mobilizing healthcare and data UNICEF Indonesia Driving change with the First Movers Coalition Driving change with the First Movers Coalition Our CEO Pekka Lund mark talks no green without digital Our benchmarked Gender and LGBT Q equality Our sustainability report People and Planet 2020 Read here,47.65375,2,2.0,2.0
659,Nokia Oyj,Q1418,0,True,Learn more here Gender Equality score In January 2022 we are proud to appear again on the Bloomberg Gender Equality Index committed to driving accountability through data transparency,47.65375,2,2.0,2.0
660,Nordea Bank Abp,Q1123823,0,True,To strive for greater gender balance and to show our com mit ment in 2019 we participated in the SHE Conference and partnered up with the external network Female Invest to emphasise the importance of closing the gender gap by promoting nanci al gender equality,3.6400000000000015,2,2.0,2.0
661,Nordea Bank Abp,Q1123823,0,True,We priori tis e to improve the gender balance and contribute to securing equal part ic ipa tion at all levels in decision making and across the organisation,3.6400000000000015,2,2.0,2.0
662,Nordea Bank Abp,Q1123823,0,True,We also address two of the S DGs through our ambition to create equal opportunities for our employees SD G 5 Gender Equality and SD G 10 Reduced Inequalities,3.6400000000000015,2,2.0,2.0
663,Nordea Bank Abp,Q1123823,0,True,There fore in 2020 we are developing gender equality targets and will create me a sure ment processes that will allow us to track progress in achieving a balanced gender distribution per level and function,3.6400000000000015,2,2.0,2.0
664,Nordea Bank Abp,Q1123823,0,True,Our Board of Directors with 50 men and 50 women is a guiding beacon for gender balance and has adopted a directive on the promotion of gender balance that guides us in our ef or ts,3.6400000000000015,2,2.0,2.0
665,Nordea Bank Abp,Q1123823,0,True,We understand the value of attract ing and retaining a diverse workforce and strive for gender balance and diver s it y in all areas and at all levels,3.6400000000000015,2,2.0,2.0
666,Nordic Semiconductor ASA,Q3425637,0,True,Nordic has experienced an increase in the number of female students and graduate candidates applying for entry level positions and we continuously work on developing employer branding to enhance equality and diversity focus,1.695,2,2.0,2.0
667,Northland Power Inc,Q7059529,0,False,nothing,7.51,1,1.0,1.0
668,Northwest Natural Holding Co,Q6955989,0,False,nothing,39.30666666666667,1,1.0,1.0
669,Norway Royal Salmon ASA,Q17072149,0,False,nothing,-0.64,-1,-1.0,-1.0
670,Novartis AG,Q507154,0,False,nothing,0.4616666666666636,1,1.5,1.0
671,Novatek PJSC,Q251546,0,False,nothing,-0.8940000000000001,-1,-0.25,-1.0
672,Novo Nordisk A/S,Q818846,0,False,nothing,-33.9,-1,-1.0,-1.0
673,Novolipetsk Steel PJSC,Q1768082,0,False,nothing,-5.8475,-1,-1.0,-1.0
674,Novozymes A/S,Q45576,0,True,Our People Organization function works together with local leadership s to Novo zy mes engages in forums to learn about and promote gender equality,35.205,2,2.0,2.0
675,Novozymes A/S,Q45576,0,True,Novo zy mes is committed to ensuring equal opportunities and avoiding discrimination based on race religion gender or age in our global organization,35.205,2,2.0,2.0
676,NRG Energy Inc,Q6955139,0,True,Our activities at N RG also directly support SD G 13 Climate Action through our commitments to combat the negative effects of climate change as well as several other S DGs including SD G 5 Gender Equality and SD G 11 Sustainable Cities and Sustainable Development Goals Ensure access to affordable reliable,34.53999999999999,2,2.0,2.0
677,NRG Energy Inc,Q6955139,0,True,s Women Empowerment Principles N RG has an active Women in Power program that focuses on mentorship and development of females in technical roles in our Plant Operations,34.53999999999999,2,2.0,2.0
678,NTPC Ltd,Q1967805,0,False,nothing,-0.4450000000000003,-1,-1.0,-1.0
679,Nufarm Ltd/Australia,Q900401,0,False,nothing,16.3,1,1.0,1.0
680,NVIDIA Corp,Q182477,0,False,nothing,66.7954716981132,1,1.0,1.0
681,NXP Semiconductors NV,Q1155668,0,False,nothing,7.063333333333328,1,1.0,1.0
682,O-I Glass Inc,Q180106,0,False,nothing,6.63,1,1.0,1.0
683,Oasis Petroleum Inc,Q20486933,0,False,nothing,0.776470588235294,1,1.0,1.0
684,Occidental Petroleum Corp,Q2013357,0,False,nothing,-374.0033333333333,-1,-1.0,-1.0
685,Oji Holdings Corp,Q385101,0,False,nothing,-0.4266666666666667,-1,-1.0,-1.0
686,Olin Corp,Q7086908,0,False,nothing,-3.6,-1,-1.0,-1.0
687,Olympus Corp,Q688619,0,True,as a company to promote active roles of women based on the Act on Promotion of Female Participation and Career Advancement in the Workplace in Japan Page 36 Olympus Corporation Our Activities Carbon neutral society and circular economy Overseas subsidiaries such as Gyrus ACM I Inc,220.12,2,0.6666666666666666,2.0
688,OMV AG,Q168238,0,False,nothing,-77.8425,-1,-1.0,-1.0
690,Ono Pharmaceutical Co Ltd,Q11464265,0,False,nothing,9.96,1,1.0,1.0
691,Onto Innovation Inc,Q7377461,0,False,nothing,0.6000000000000001,1,1.0,1.0
692,Ooredoo QPSC,Q919935,0,True,As per our HR Policy and commitment to equal opportunity we have been launching initiatives specifically designed to bring women into the workplace as well as enable women to access and use information technologies in a way which works for them,1.423999999999999,2,2.0,2.0
693,Ooredoo QPSC,Q919935,0,True,Our HR Policy ensures that all applicants and employees shall have equal opportunities in hiring promotion transfer compensation benefits and all other employment decisions irrespective of their race color marital status parental status ancestry source of income religion sex gender age national origin or handicap,1.423999999999999,2,2.0,2.0
694,Ooredoo QPSC,Q919935,0,True,While our impact relates to many of the goals our approach is focused on three key areas ensuring healthy lives and promoting wellbeing for all achieving gender equality and building resilient infrastructure promoting inclusive and sustainable industrialisation and fostering innovation,1.423999999999999,2,2.0,2.0
695,Ooredoo QPSC,Q919935,0,True,c Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020 Our focus is on making a real difference to peoples lives focusing our efforts on womens and childs health and wellbeing as well as humanitarian and disaster response are working to close the digital divide help everyone stay connected all of the time and power local innovation in each of our empowerment of women is a serious commitment for O ore doo one which sits at the heart of our corporate culture,1.423999999999999,2,2.0,2.0
696,Open Text Corp,Q2025791,0,True,of our board of directors International Womens Day Choose to Challenge Read the CEO blog The Open Text Women in Tech program aims to advance gender equality,153.16500000000002,2,2.0,2.0
697,Open Text Corp,Q2025791,0,True,The these questions were among the highest scoring items on our last also recognize the importance of increasing female representation in the technology industry and created in Technology WIT program to advance gender equality,153.16500000000002,2,2.0,2.0
698,Open Text Corp,Q2025791,0,True,We have worked diligently to improve gender diversity within Open Text and to remove biases from our recruitment hiring and training programs,153.16500000000002,2,2.0,2.0
699,Oracle Corp,Q19900,0,False,nothing,-58.33827586206896,-1,-1.0,-1.0
700,Orange SA,Q1431486,0,True,The main goal of our diversity policy is to ensure equal opportunities for men and women to achieve 35 of women in its management bodies by 2015 which re ect s the average rate of women working in the also support individuals exp erie nc ing d if cul ties entering the labour mar ket such as workers with disabilities and young adults from disadvantaged backgrounds see p,116.01,2,2.0,2.0
701,Orange SA,Q1431486,0,True,While gender parity has been achieved in cus to mer relations much remains to be done to challenge gender stereotypes linked to technical jobs we receive fewer and fewer applications from female technicians and engineers and young women are rejecting the ICT sector despite its numerous career address this Orange is working in schools and launching initiatives such as Capital Filles shadowing and Science Factor where women working in the Group talk to young women about these growth sectors and encourage them to consider them as career addition to attracting women to scientific and technical careers the Group has set itself a tar get of achieving 35 of women in its manage ment bodies by 2015 compared to 23 today,116.01,2,2.0,2.0
702,Orbia Advance Corp SAB de CV,Q3307676,0,False,nothing,0.5333333333333333,1,1.0,1.0
703,Origin Energy Ltd,Q847931,0,False,nothing,-15.635000000000002,-1,-1.0,-1.0
704,Origin Enterprises PLC,Q7102461,0,True,Today we are placing particular emphasis on increasing our gender diversity and ensuring we provide the leadership and infrastructure to support diversity access and inclusive ness throughout the core objectives cover three elements To increase diversity across the business by ensuring we create the environment and infrastructure to attract diverse talent and to widen the pool of candidates we select from,0.3466666666666667,2,2.0,2.0
705,Origin Enterprises PLC,Q7102461,0,True,We continue to increase the visibility of our female role models across the Group and are working to ensure that Women in Leadership forums are in place both at a Group and business unit level and are in the process of appointing Diversity Inclusion and Equality Ambassadors,0.3466666666666667,2,2.0,2.0
706,OTP Bank Nyrt,Q912778,0,True,We also have a mentoring programme aimed at gender equality which supports employees taking up a management role for the first time in their career,8.975000000000001,2,2.0,2.0
707,Outfront Media Inc,Q23090931,0,False,nothing,-2.76,-1,-1.0,-1.0
708,Oversea-Chinese Banking Corp Ltd,Q2042423,0,False,nothing,56.1375,1,1.0,1.0
709,Owens Corning,Q7114736,0,False,nothing,3.306666666666666,1,1.0,1.0
710,PACCAR Inc,Q1477661,0,False,nothing,91.945,1,1.0,1.0
711,Packaging Corp of America,Q16983334,0,False,nothing,24.3,1,1.0,1.0
712,Palo Alto Networks Inc,Q7128508,0,False,nothing,-24.4512,-1,-1.0,-1.0
713,Panasonic Corp,Q53247,0,False,nothing,56.24839999999999,1,1.0,1.0
714,Parker-Hannifin Corp,Q1470619,0,False,nothing,2.090666666666667,1,1.0,1.0
715,PayPal Holdings Inc,Q483959,0,False,nothing,6.076875000000001,1,0.0,0.5
716,Pennon Group PLC,Q278810,0,False,nothing,-7.140000000000001,-1,-0.5,-1.0
717,Pentair PLC,Q7165001,0,True,Our diversity and inclusion targets include Achieving an inclusive and diverse workforce and leadership team that embraces the communities in which we live work and serve With a specific focus on increasing women in leadership positions globally and PO C representation in U,27.11,2,2.0,2.0
718,Pentair PLC,Q7165001,0,True,Race gender ethnicity country of origin age personal style sexual orientation physical ability religion life experiences and many more factors contribute to this Code of Business Conduct and Ethics spells out our commitment to equal opportunity and fair treatment for all,27.11,2,2.0,2.0
719,PepsiCo Inc,Q334800,0,False,nothing,25.00681818181818,1,1.0,1.0
720,Performance Food Group Co,Q2070689,0,False,nothing,66.76,1,1.0,1.0
721,PerkinElmer Inc,Q2066858,0,False,nothing,299.64,1,1.0,1.0
722,Pernod Ricard SA,Q837049,0,False,nothing,9.186666666666666,1,1.0,1.0
723,Perusahaan Gas Negara Tbk PT,Q13095961,0,False,nothing,0.57,1,1.0,1.0
724,PetroChina Co Ltd,Q503182,0,True,PEOPLE ORIENTED EMPLOYEE DEVELOPMENTS DGs Ensure healthy lives and promote well being for all at all ages Good health and well being Ensure inclusive and quality education for all and promote lifelong learning Quality education Achieve gender equality and empower all women and girls Gender equality Reduce inequality within and among countries Reduced inequalities Promote inclusive and sustainable economic growth employment and decent work for all Decent work and economic growth 49 PEOPLE ORIENTED EMPLOYEE DEVELOPMENT PROTECTION OF EMPLOYEE RIGHTS We remain committed to a people first philosophy in treating our employees with respect and equality while protecting their legal rights,-27.093333333333334,0,0.0,0.0
725,PetroChina Co Ltd,Q503182,0,True,Through our efforts we strive to build a harmonious BACK TO SOCIETY End poverty in all its forms everywhere No poverty End hunger achieve food security and improved nutrition and promote sustainable agriculture Zero hunger Ensure healthy lives and promote well being for all at all ages Good health and well being Ensure inclusive and quality education for all and promote lifelong learning Quality education Achieve gender equality and empower all women and girls Gender equality Build resilient infrastructure promote sustainable industrialization and foster innovation Industry innovation and infrastructure Promote inclusive and sustainable economic growth employment and decent work for all Decent work and economic growth Reduce inequality within and among countries Reduced inequalities Make cities inclusive safe resilient and sustainable Sustainable cities and communities S DGs 59 GIVING BACK TO SOCIETY PROMOTING LOCAL DEVELOPMENT Petro China s development is inseparable from the support and help of the governments communities and the general public,-27.093333333333334,0,0.0,0.0
726,PetroChina Co Ltd,Q503182,0,True,Through self inspection of our employment practices in compliance with the law we regulate recruitment promotion and termination of employee contracts and provide effective protection of the legal rights of are committed to providing equal opportunities and fair treatment to all employees regardless of their nationality ethnicity race gender religion and culture,-27.093333333333334,0,0.0,0.0
727,Petroleo Brasileiro SA,Q210047,0,False,nothing,-14.316842105263158,-1,-1.0,-1.0
728,Petronet LNG Ltd,Q7179027,0,False,nothing,-3.22,-1,-1.0,-1.0
729,Pfizer Inc,Q206921,0,False,nothing,-81.51545685279189,-1,0.21052631578947367,-0.5
730,PG&E Corp,Q1815011,0,False,nothing,-316.447,-1,-1.0,-1.0
731,Philip Morris International Inc,Q1852556,0,False,nothing,28.530000000000005,1,1.0,1.0
732,Phillips 66,Q1656230,0,False,nothing,18.222857142857144,1,0.21052631578947367,1.0
733,Plug Power Inc,Q7205253,0,False,nothing,145.17363636363638,1,1.0,1.0
734,PNC Financial Services Group Inc,Q38928,0,False,nothing,-119.91875000000002,-1,-1.0,-1.0
735,Polymetal International PLC,Q2380266,0,False,nothing,2.76,1,1.0,1.0
736,Polyus PJSC,Q2005769,0,False,nothing,3.0900000000000007,1,1.0,1.0
737,Pool Corp,Q1471346,0,False,nothing,30.44333333333334,1,1.0,1.0
738,Post Holdings Inc,Q27988145,0,False,nothing,37.06000000000001,1,1.0,1.0
739,Power Grid Corp of India Ltd,Q3400886,0,False,nothing,13.067500000000004,1,1.0,1.0
740,Power Integrations Inc,Q30265954,0,False,nothing,1.4,1,1.0,1.0
741,PPG Industries Inc,Q48754,0,False,nothing,26.20800000000001,1,1.0,1.0
742,Premier Foods PLC,Q7240301,0,False,nothing,-11.72,-1,-1.0,-1.0
743,Primo Water Corp,Q2071102,0,False,nothing,0.8672727272727272,1,1.0,1.0
744,Prologis Inc,Q16983765,0,False,nothing,10.856666666666667,1,0.5,1.0
745,Prosus NV,Q67389109,0,False,nothing,-9.88,-1,-1.0,-1.0
746,Prudential PLC,Q1374135,0,True,These policies reflect our continuing commitment to a professional and supportive working environment where everybody is treated fairly has equal opportunities and is respected and valued for their contributions to our performance As a signatory to the HM Treasury Women in Finance Charter since 2016 we have a target of 30 per cent women in senior management by the end of 2021,59.1,2,2.0,2.0
747,Prudential PLC,Q1374135,0,True,During 2020 we again submitted responses to the Share Action Workforce Disclosure Initiative and the Bloomberg Gender Equality Index being listed on the 2021 index for the first time,59.1,2,2.0,2.0
748,Prysmian SpA,Q1964784,0,True,of personnel management Multiculturalism diversity and equal opportunity Diversity and equal opportunity Equal remuneration for men and women Action taken to guarantee gender equality Industrial relations Industrial relations Dialogue with social partners Health and safety in the workplace Health and safety at work Social and related aspects of personnel management Corporate citizenship Local communities Social and related aspects of personnel management Economic impacts Economic performance Market presence Indirect economic impacts Description of operating business model,-31.36,0,0.0,0.0
749,Prysmian SpA,Q1964784,0,True,This programme is founded on four pillars In addition to the Diversity and Inclusion Policy that has already been defined and communicated recruitment and gender equality policies will also be disseminated Identification of quantitative objectives for female participation at each level of the business and for inclusion in HR processes e,-31.36,0,0.0,0.0
750,PTC Inc,Q1760641,0,False,nothing,125.076,1,1.0,1.0
751,PTT Exploration & Production PCL,Q6579845,0,False,nothing,2.965,1,0.3333333333333333,1.0
752,PTT Global Chemical PCL,Q16306121,0,False,nothing,21.29,1,0.3333333333333333,1.0
753,PTT PCL,Q1810389,0,False,nothing,-10.485000000000005,-1,0.3333333333333333,-0.5
754,PulteGroup Inc,Q7259716,0,False,nothing,40.67,1,1.0,1.0
755,Puma SE,Q157064,0,False,nothing,42.50230769230769,1,1.0,1.0
756,PVH Corp,Q1132272,0,True,RES OURCE A P PEN D I X DISCLOSURE NUMBER AND TITLE 2020 RESPONSE Non of the material topic and its Boundary P VH is a proud patron of the UN Global Compact initiative Target Gender Equality which aligns with our goals to advance gender equality and calls on others to join us in setting clear targets and commitments for equal representation and leadership in business,64.71000000000001,2,2.0,2.0
757,PVH Corp,Q1132272,0,True,These events support our efforts to become a better educated and progressively unbiased TO GENDER EQUALITY WITH U NGC To promote gender parity we joined the UN Target Gender Equality initiative to advance gender parity across P VH our branded businesses and our industry,64.71000000000001,2,2.0,2.0
758,PVH Corp,Q1132272,0,True,Click to view our Nine Inclusion Diversity Commitments Training by 2023 and gender parity in leadership by inclusion equity and diversity for all in our workplace marketplace and our Inclusion Diversity ID efforts across three pillars workplace marketplace and community,64.71000000000001,2,2.0,2.0
759,PVH Corp,Q1132272,0,True,As we reach each milestone we will evolve them into new commitments to continue to push us Inclusive gender parity globally in all leadership positions at the SVP level and above by total B IPO C representation at SVP level and above by 50 and double Black and Hispanic Latinx representation at Director and VP levels in the U,64.71000000000001,2,2.0,2.0
760,Qatar Gas Transport Co Ltd,Q6960637,0,False,nothing,4.0200000000000005,1,1.0,1.0
761,Qatar National Bank QPSC,Q1136759,0,False,nothing,-18.0,-1,-1.0,-1.0
762,Qorvo Inc,Q18169198,0,False,nothing,0.0327272727272727,1,1.0,1.0
763,QUALCOMM Inc,Q544847,0,True,End poverty in all its forms hunger achieve food security and improved nutrition and promote sustainable healthy lives and promote well being for all at all inclusive and equitable quality education and promote lifelong learning opportunities for gender equality and empower all women and availability and sustainable management of water and sanitation for access to a or d able reliable sustainable and modern energy for sustained inclusive and sustainable economic growth full and productive employment and decent work for resilient infrastructure promote inclusive and sustainable industrialization and foster inequality within and among cities and human settlements inclusive safe resilient and sustainable consumption and production urgent action to combat climate change and its and sustain ably use the oceans seas and marine resources for sustainable restore and promote sustainable use of terrestrial ecosystems sustain ably manage forests combat desert i cation and reverse land degradation and halt biodiversity learn more about all 17 S DGs please visit the UN Sustainable Development Goals peaceful and inclusive societies for sustainable development provide access to justice for all and build eec ti ve accountable and inclusive institutions at all the means of implementation and revitalize the global partnership for Our Support of the UN Sustainable Development Goals Appendix About this report About this Report Since our,52.444893617021286,2,2.0,2.0
764,Quebecor Inc,Q912476,0,False,nothing,2.9866666666666646,1,1.0,1.0
765,Raiffeisen Bank International AG,Q2127528,0,False,nothing,6.006666666666668,1,1.0,1.0
766,Range Resources Corp,Q4048013,0,False,nothing,-18.270000000000003,-1,-1.0,-1.0
767,Rayonier Inc,Q7299366,0,False,nothing,43.89333333333334,1,1.0,1.0
768,Reckitt Benckiser Group PLC,Q1190881,0,True,Our Bang p along site was recognised by the UNs Office of Womens Affairs and Family Development as one of the top 30 organisations in Thailand offering inspirational models that support gender equality and across Rec kitt employees As of 31 December Nationalities in management Executive Committee 58 Nationalities in management Group leadership team 1417 Nationalities in management senior management team 5550 Nationalities of global employees Women employed Executive Committee 11 17 Women employed Group leadership team 11 19 Women employed senior management team 26 30 Women employed global employees 45 44 The Senior management team includes the Group leadership team G LT which itself includes the Executive Committee,11.230000000000002,2,2.0,2.0
769,Reckitt Benckiser Group PLC,Q1190881,0,True,Were a business committed to doing the right thing and gender equality is crucial for us as an organisation as well as society as a whole,11.230000000000002,2,2.0,2.0
770,Reckitt Benckiser Group PLC,Q1190881,0,True,Gender equality and womens economic empowerment integrating gender into our supply chain sustainability activities to promote gender equality,11.230000000000002,2,2.0,2.0
771,Reckitt Benckiser Group PLC,Q1190881,0,True,Well also begin to track progress on our new target of gender balance at all management levels by 2030 aiming for an equal split of men and women across our to our stakeholders Reporting effectively across our many sustainability issues and providing regular updates on our programmes and activities is always a work in progress,11.230000000000002,2,2.0,2.0
772,Reckitt Benckiser Group PLC,Q1190881,0,True,To this end we have Developed new targets on gender representation in our management teams aiming for gender balance in all levels of senior management by 2030,11.230000000000002,2,2.0,2.0
773,Regal Beloit Corp,Q7307899,0,False,nothing,0.7,1,1.0,1.0
774,Reliance Industries Ltd,Q908931,0,False,nothing,-11.84125,-1,-1.0,-1.0
775,Reliance Worldwide Corp Ltd,Q107261056,0,False,nothing,29.16,1,1.0,1.0
776,RELX PLC,Q998470,0,False,nothing,14.339999999999998,1,1.0,1.0
777,Renault SA,Q6686,0,False,nothing,-5.846829268292684,-1,-1.0,-1.0
